"AAEC","3910            ","INTERNSHIPS        "
"AAEC","4050E           ","AGBUS LAW          "
"AAEC","4990            ","APPLIED ECON TOPICS"
"AAEC","7000            ","MASTER'S RESEARCH  "
"AAEC","7300            ","MASTER'S THESIS    "
"AAEC","8020            ","AG & APP ECON TOPIC"
"AAEC","9000            ","DOCTORAL RESEARCH  "
"AAEC","9300            ","DOCT DISSERTATION  "
"ACCT","2101            ","PRIN OF ACC I      "
"ACCT","2101E           ","PRIN OF ACC I      "
"ACCT","2102            ","PRIN ACC II        "
"ACCT","2102E           ","PRIN ACC II        "
"ACCT","5800            ","INTERNSHIP IN ACCT "
"ACCT","7005            ","GRAD STUDENT SEM   "
"ACCT","7651            ","FORENSIC ACCT      "
"ACCT","7800            ","GRAD INTERN IN ACCT"
"ACCT","9000            ","DOCTORAL RESEARCH  "
"ACCT","9300            ","DOCT DISSERTATION  "
"ADPR","3100            ","PRINCIPLES OF ADVT "
"ADPR","3520            ","GRAPHIC COMM       "
"ADPR","5010            ","ADVT INTERNSHIP    "
"ADPR","5011            ","PR INTERNSHIP      "
"ADPR","5170            ","ADVAN STUDIES AD/PR"
"ADPR","5740            ","ADVT/COMM CAMPAIGNS"
"ADPR","5910            ","PR ADMINISTRATION  "
"ADPR","5990            ","SEM IN AD/PR       "
"ADSC","3700            ","SP PROB ADS        "
"ADSC","3910            ","INTERNSHIP IN ADS  "
"ADSC","4960            ","UNGRAD RESEARCH ADS"
"ADSC","7000            ","MASTER'S RESEARCH  "
"ADSC","7300            ","MASTER'S THESIS    "
"ADSC","8710            ","SPEC PROB IN ADS II"
"ADSC","8800            ","GRADUATE SEMINAR   "
"ADSC","9000            ","DOCTORAL RESEARCH  "
"ADSC","9300            ","DOCT DISSERTATION  "
"AESC","3920            ","AGR ENV SCI INTERN "
"AESC","4950            ","SPEC PROB IN AESC  "
"AFAM","4880            ","TOPICS AFR AMER LIT"
"AFST","1201            ","NATUR & STRUC AFREL"
"AFST","2100            ","INTRO AFRICA       "
"AFST","3030            ","AFR LANG AND CULT  "
"AFST","4001            ","YORB CULT AND CIVI "
"AGCM","1200            ","INTRO TO AG COMM   "
"AGCM","3910            ","AG COM INTERNSHIP  "
"AGCM","4000            ","SPEC PROB AG COMM  "
"AGCM","4200            ","AGRIBUS COMM       "
