"201402","96630","AAEC","2580            ","APP MICROECN PRIN  ","COLSON      ","Available","3.00","Thru"," T R   ","1100A","1215P","73","120","0","0","0","120","158","1011","0104 ","04","UNIV"
"201402","87316","AAEC","3010            ","FARM ORG MAN       ","SHURLEY     ","Cancelled","3.00","Thru"," T R   ","0800A","0915A","0","40","0","0","0","40","null","AR  ","AR   ","04","UNIV"
"201402","67315","AAEC","3010            ","FARM ORG MAN       ","SHURLEY     ","Full","3.00","Thru"," T R   ","0800A","0915A","50","50","4","0","0","50","62","1011","0210 ","04","UNIV"
"201402","06452","AAEC","3040            ","AGRIBUS MARKETING  ","EPPERSON    ","Full","3.00","Thru","M W F  ","1115A","1205P","62","62","0","0","0","62","62","1011","0210 ","04","UNIV"
"201402","16637","AAEC","3100            ","FOOD AND FIBER MKT ","STEGELIN    ","Available","3.00","Thru"," T R   ","0330P","0445P","22","55","0","0","0","55","62","1011","0210 ","04","UNIV"
"201402","16640","AAEC","3200            ","SELLING IN AGRIBUS ","STEGELIN    ","Available","3.00","Thru"," T R   ","1230P","0145P","48","50","0","0","0","50","62","1011","0210 ","04","UNIV"
"201402","76450","AAEC","3580            ","INTER ECON PRIN    ","WETZSTEIN   ","Available","4.00","Thru","M W F  ","0905A","0955A","58","60","0","0","0","60","62","1011","0210 ","04","UNIV"
"201402","96451","AAEC","3580L           ","INTER ECON PRIN LAB","WETZSTEIN   ","Available","0.00","Thru","M W    ","1010A","1100A","58","60","0","0","0","60","62","1011","0210 ","04","UNIV"
"201402","86456","AAEC","3600            ","MACROECON/FOOD POL ","DORFMAN     ","Available","3.00","Thru","M W F  ","1115A","1205P","45","50","0","0","0","50","56","1011","0212 ","04","UNIV"
"201402","06636","AAEC","3690            ","AGRIBUSINESS FIN   ","KOSTANDINI  ","Available","4.00","Thru"," T     ","1100A","1215P","31","55","0","0","0","55","62","1011","0210 ","04","UNIV"
"201402","06636","AAEC","3690            ","AGRIBUSINESS FIN   ","KOSTANDINI  ","Available","4.00","Thru"," T R   ","0930A","1045A","31","55","0","0","0","55","62","1011","0210 ","04","UNIV"
"201402","57192","AAEC","3910            ","INTERNSHIPS        ","STEGELIN    ","Available","3.00","Thru","VR     ","     ","     ","0","0","0","35","0","35","null","1011","VR   ","04","UNIV"
"201402","96644","AAEC","3911            ","INTL AGB & ENV MGMT","LACY        ","Cancelled","2.00","Thru","AR     ","     ","     ","0","0","0","15","0","15","null","AR  ","AR   ","04","UNIV"
"201402","00105","AAEC","4050E           ","AGBUS LAW          ","null","Full","3.00","Thru","VR     ","     ","     ","0","0","7","5","0","5","null","VR  ","VR   ","04","UNIV"
"201402","96627","AAEC","4610            ","APP ECONOMETRICS   ","KRIESEL     ","Available","4.00","Thru"," T     ","0335P","0530P","22","39","0","0","0","39","56","1011","0212 ","04","UNIV"
