"201308","25139","AAEC","2580            ","APP MICROECN PRIN  ","AMES        ","Available","3.00","Thru","M W F  ","1010A","1100A","66","100","0","0","66","100","158","1011","0104 ","04","UNIV"
"201308","66449","AAEC","3010            ","FARM ORG MAN       ","SHURLEY     ","Available","3.00","Thru"," T R   ","0800A","0915A","0","40","0","0","1","40","62","1011","0210 ","04","UNIV"
"201308","25142","AAEC","3100            ","FOOD AND FIBER MKT ","STEGELIN    ","Available","3.00","Thru","M W F  ","1010A","1100A","59","62","0","0","59","62","62","1011","0210 ","04","UNIV"
"201308","95140","AAEC","3400            ","INTRO AG POLICY    ","GUNTER      ","Available","3.00","Thru","M W F  ","1115A","1205P","67","100","0","0","67","100","158","1011","0104 ","04","UNIV"
"201308","75153","AAEC","3580            ","INTER ECON PRIN    ","KOSTANDINI  ","Available","4.00","Thru"," T R   ","0930A","1045A","46","60","1","0","47","60","62","1011","0210 ","04","UNIV"
"201308","91097","AAEC","3580            ","INTER ECON PRIN    ","KARNER      ","Available","4.00","Thru"," T R   ","0900A","1210P","0","0","6","20","6","20","13","1011","0311 ","04","UNIV"
"201308","91097","AAEC","3580            ","INTER ECON PRIN    ","KARNER      ","Available","4.00","Thru","M W F  ","0900A","1210P","0","0","6","20","6","20","13","1011","0311 ","04","UNIV"
"201308","01562","AAEC","3580L           ","INTER ECON PRIN LAB","KOSTANDINI  ","Available","0.00","Thru","   R   ","1100A","1215P","46","60","1","0","47","60","62","1011","0210 ","04","UNIV"
"201308","01562","AAEC","3580L           ","INTER ECON PRIN LAB","KOSTANDINI  ","Available","0.00","Thru"," T     ","0850A","0915A","46","60","1","0","47","60","62","1011","0210 ","04","UNIV"
"201308","26450","AAEC","3690            ","AGRIBUSINESS FIN   ","KARALI      ","Cancelled","4.00","Thru","   R   ","1100A","1215P","0","50","0","0","0","50","62","1011","0210 ","04","UNIV"
"201308","26450","AAEC","3690            ","AGRIBUSINESS FIN   ","KARALI      ","Cancelled","4.00","Thru"," T R   ","0930A","1045A","0","50","0","0","0","50","62","1011","0210 ","04","UNIV"
"201308","95154","AAEC","3690            ","AGRIBUSINESS FIN   ","KOSTANDINI  ","Available","4.00","Thru"," T     ","1100A","1215P","30","50","0","0","30","50","62","1011","0210 ","04","UNIV"
"201308","95154","AAEC","3690            ","AGRIBUSINESS FIN   ","KOSTANDINI  ","Available","4.00","Thru"," T R   ","1230P","0145P","30","50","0","0","30","50","62","1011","0210 ","04","UNIV"
"201308","05141","AAEC","3980            ","INTRO AGRIBUS MGT  ","STEGELIN    ","Available","3.00","Thru","M W F  ","0230P","0320P","88","100","0","0","88","100","158","1011","0104 ","04","UNIV"
"201308","31581","AAEC","4040            ","QUANT APP AGB MGT  ","LACY        ","Available","4.00","Thru","M W    ","0830A","0945A","14","20","0","0","14","20","30","1011","0307 ","04","UNIV"
"201308","51582","AAEC","4040L           ","QUANT APP AGB LAB  ","LACY        ","Available","0.00","Thru","    F  ","0815A","0955A","14","20","0","0","14","20","30","1011","0307 ","04","UNIV"
"201308","41041","AAEC","4050E           ","AGBUS LAW          ","BRODER      ","Full","3.00","Thru","VR     ","     ","     ","4","4","0","0","4","4","null","VR  ","VR   ","04","UNIV"
"201308","41041","AAEC","4050E           ","AGBUS LAW          ","CAMPBELL    ","Full","3.00","Thru","VR     ","     ","     ","4","4","0","0","4","4","null","VR  ","VR   ","04","UNIV"
"201308","85145","AAEC","4510            ","LAND ECON & APPRAIS","KRIESEL     ","Available","3.00","Thru","M W F  ","0125P","0215P","24","50","0","0","24","50","62","1011","0210 ","04","UNIV"
"201308","04221","AAEC","4710            ","RURAL ECON DEV GRO ","KRIESEL     ","Available","3.00","Thru"," T R   ","0200P","0315P","9","25","0","0","9","25","56","1011","0212 ","04","UNIV"
"201308","55152","AAEC","4720            ","FOOD ECON DEV ENV  ","HOUSTON     ","Available","3.00","Thru"," T R   ","0330P","0445P","25","50","0","0","23","50","62","1011","0210 ","04","UNIV"
"201308","45143","AAEC","4760            ","AG PROC & MKT ECON ","DORFMAN     ","Available","3.00","Thru","M W F  ","1115A","1205P","29","60","0","0","29","60","62","1011","0210 ","04","UNIV"
"201308","24603","AAEC","4930            ","ENV LAW GOV REG    ","CENTNER     ","Available","3.00","Thru"," T R   ","0200P","0315P","4","0","0","0","4","0","158","1011","0104 ","04","UNIV"
"201308","65144","AAEC","4980            ","AGRIBUSINESS MGT   ","STEGELIN    ","Available","3.00","Thru","M W F  ","1220P","0110P","20","45","0","0","20","45","62","1011","0210 ","04","UNIV"
"201308","22589","AAEC","4990            ","APPLIED ECON TOPICS","HOUSTON     ","Full","0.00","Thru","VR     ","     ","     ","0","0","1","1","1","1","null","1011","VR   ","04","UNIV"
"201308","45790","AAEC","4990            ","APPLIED ECON TOPICS","MADHAVAN NAM","Available","2.00","Thru"," T R   ","0200P","0315P","0","0","6","20","6","20","13","1011","0311 ","04","UNIV"
"201308","45790","AAEC","4990            ","APPLIED ECON TOPICS","MADHAVAN NAM","Available","2.00","Thru","M W F  ","0200P","0315P","0","0","6","20","6","20","13","1011","0311 ","04","UNIV"
"201308","56183","AAEC","4990            ","APPLIED ECON TOPICS","AMES        ","Full","0.00","Thru","VR     ","     ","     ","0","0","2","2","2","2","null","1011","VR   ","04","UNIV"
"201308","76542","AAEC","4990            ","APPLIED ECON TOPICS","DORFMAN     ","Full","0.00","Thru","VR     ","     ","     ","0","0","1","1","1","1","null","1011","VR   ","04","UNIV"
"201308","71065","AAEC","6510            ","LAND ECON & APPRAIS","KRIESEL     ","Available","3.00","Thru","M W F  ","0125P","0215P","1","4","0","0","1","4","62","1011","0210 ","04","UNIV"
"201308","15147","AAEC","6580            ","MICRO/APP I        ","WETZSTEIN   ","Available","4.00","Thru","M W F  ","1010A","1100A","21","56","0","0","21","56","56","1011","0212 ","04","UNIV"
"201308","44313","AAEC","6580L           ","MICRO/APP I LAB    ","WETZSTEIN   ","Available","0.00","Thru","M W    ","1115A","1205P","21","25","0","0","21","25","56","1011","0212 ","04","UNIV"
"201308","45160","AAEC","6610            ","QUANT TECH AG ECON ","RAMIREZ     ","Available","3.00","Thru"," T R   ","0330P","0445P","19","25","0","0","19","25","56","1011","0212 ","04","UNIV"
"201308","64247","AAEC","6610L           ","QUANT METHODS LAB  ","MULLEN      ","Available","1.00","Thru","M      ","0335P","0425P","17","50","0","0","17","50","62","1011","0210 ","04","UNIV"
"201308","44604","AAEC","6930            ","ENV LAW GOV REG    ","CENTNER     ","Available","3.00","Thru"," T R   ","0200P","0315P","0","0","0","0","0","0","158","1011","0104 ","04","UNIV"
"201308","01067","AAEC","6980            ","AGRIBUSINESS MGT   ","STEGELIN    ","Available","3.00","Thru","M W F  ","1220P","0110P","4","5","0","0","4","5","62","1011","0210 ","04","UNIV"
"201308","02445","AAEC","7000            ","MASTER'S RESEARCH  ","KOSTANDINI  ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","02453","AAEC","7000            ","MASTER'S RESEARCH  ","FERREIRA    ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","12437","AAEC","7000            ","MASTER'S RESEARCH  ","WETZSTEIN   ","Available","0.00","Thru","VR     ","     ","     ","19","25","0","0","19","25","null","1011","VR   ","04","UNIV"
"201308","12440","AAEC","7000            ","MASTER'S RESEARCH  ","RAMIREZ     ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","32441","AAEC","7000            ","MASTER'S RESEARCH  ","MULLEN      ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","52456","AAEC","7000            ","MASTER'S RESEARCH  ","ESCALANTE   ","Available","0.00","Thru","VR     ","     ","     ","2","25","0","0","2","25","null","1011","VR   ","04","UNIV"
"201308","62448","AAEC","7000            ","MASTER'S RESEARCH  ","KARALI      ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","72457","AAEC","7000            ","MASTER'S RESEARCH  ","DORFMAN     ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","72460","AAEC","7000            ","MASTER'S RESEARCH  ","COLSON      ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","82449","AAEC","7000            ","MASTER'S RESEARCH  ","HOUSTON     ","Available","0.00","Thru","VR     ","     ","     ","3","25","0","0","3","25","null","1011","VR   ","04","UNIV"
"201308","82452","AAEC","7000            ","MASTER'S RESEARCH  ","GUNTER      ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","92444","AAEC","7000            ","MASTER'S RESEARCH  ","MAGNAN      ","Available","0.00","Thru","VR     ","     ","     ","5","25","0","0","5","25","null","1011","VR   ","04","UNIV"
"201308","92461","AAEC","7000            ","MASTER'S RESEARCH  ","AMES        ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","02459","AAEC","7300            ","MASTER'S THESIS    ","COLSON      ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","02462","AAEC","7300            ","MASTER'S THESIS    ","AMES        ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","12454","AAEC","7300            ","MASTER'S THESIS    ","FERREIRA    ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","22446","AAEC","7300            ","MASTER'S THESIS    ","KOSTANDINI  ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","32438","AAEC","7300            ","MASTER'S THESIS    ","WETZSTEIN   ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","32455","AAEC","7300            ","MASTER'S THESIS    ","ESCALANTE   ","Available","0.00","Thru","VR     ","     ","     ","2","25","0","0","2","25","null","1011","VR   ","04","UNIV"
"201308","42447","AAEC","7300            ","MASTER'S THESIS    ","KARALI      ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","42450","AAEC","7300            ","MASTER'S THESIS    ","HOUSTON     ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","52439","AAEC","7300            ","MASTER'S THESIS    ","RAMIREZ     ","Available","0.00","Thru","VR     ","     ","     ","0","25","0","0","0","25","null","1011","VR   ","04","UNIV"
"201308","52442","AAEC","7300            ","MASTER'S THESIS    ","MULLEN      ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
"201308","62451","AAEC","7300            ","MASTER'S THESIS    ","GUNTER      ","Available","0.00","Thru","VR     ","     ","     ","1","25","0","0","1","25","null","1011","VR   ","04","UNIV"
