"EADU","7610            ","QST RSCH EDUC      "
"EADU","8030E           ","INTERNATIONAL AD ED"
"EADU","8140            ","GENDER & RACE      "
"EADU","8140E           ","GENDER & RACE      "
"EADU","8610            ","ADV TOPIC ADULT ED "
"EADU","9000            ","DOCTORAL RESEARCH  "
"EADU","9300            ","DOCT DISSERTATION  "
"EADU","9620E           ","RESCH PRACT IN ADED"
"ECHD","7770            ","SA ASSMT & EVAL    "
"ECHD","8000            ","APPLD PROJ IN C&HDS"
"ECHD","8015            ","FOUND COUNSELOR ED "
"ECHD","8020            ","SEMINAR IN C&HDS   "
"ECHD","8030E           ","PSYCHODIAGNOSIS    "
"ECHD","8035            ","SEM COUNSELOR ED   "
"ECHD","8040E           ","INTRO PLAY THERAPY "
"ECHD","8150            ","CHILD & FAM CNSLG  "
"ECHD","8190            ","SOCIAL JUSTICE ORG "
"ECHD","8990            ","RESEARCH SEMINAR   "
"ECHD","9000            ","DOCTORAL RESEARCH  "
"ECHD","9020            ","HDS INTERVENTIONS  "
"ECHD","9050E           ","CAREER DEV & RSRCH "
"ECHD","9060            ","ADV MLTCLTRL CNSL  "
"ECHD","9080            ","ADV GROUP WORK THRY"
"ECHD","9300            ","DOCT DISSERTATION  "
"ECHD","9710            ","ETHICS PROF ISSUES "
"ECHD","9850            ","TCHG INTRNSHP C&HDS"
"ECHD","9970            ","EDUC RSRCH IN C&HDS"
"EDAP","7040E           ","SCHOOL LAW         "
"EDAP","7801            ","MST PRACT EDAP I   "
"EDAP","7802            ","MST PRACT EDAP II  "
"EDAP","7803            ","MST PRACT EDAP III "
"EDAP","8000            ","SPEC PROB IN EDAP  "
"EDAP","8130            ","TRENDS ISSUES EDAP "
"EDAP","8210            ","ED POLICY ANALYSIS "
"EDAP","8600            ","DATA ANALYSIS MNGT "
"EDAP","8611            ","RES EDAP I BLDG    "
"EDAP","8612            ","RES EDAP II BLDG   "
"EDAP","8613            ","RES EDAP III BLDG  "
"EDAP","8711            ","RES EDAP I DIST    "
"EDAP","8712            ","RES EDAP II DIST   "
"EDAP","8713            ","RES EDAP III DIST  "
"EDIT","4150E           ","INTRO CMPTR BSED ED"
"EDIT","6100            ","INTRO INST TECH    "
"EDIT","6150E           ","INTRO CMPTR BSED ED"
"EDIT","6380            ","CATALOGING         "
"EDIT","6400E           ","TEACH LEARN TECHNOL"
"EDIT","6900            ","RESEARCH IN IT     "
"EDIT","7320            ","RSCH SCH MED SERV  "
"EDIT","7550E           ","MGT IT PROJECTS    "
"EMBA","7310            ","OPERATIONS MGT     "
"EMBA","7450            ","INFO TECH STRAT    "
"EMBA","7800            ","ENTREPRENEURSHIP   "
"FDST","7007            ","MFT TERM PROJECT   "
"FDST","7007E           ","MFT TERM PROJECT   "
"FDST","7020E           ","FOOD SCI ESSENTIALS"
"KINS","7220            ","SPORT AND SOCIETY  "
"KINS","7260            ","LEGAL ISSUE SPT MGT"
"KINS","7450L           ","INTERNSHIP KINS    "
"KINS","7800L           ","PRACTICUM KINS     "
"LEGL","7200            ","NEG & CONFL RES    "
"MIST","7520            ","PROJECT MANAGEMENT "
"MIST","7571            ","INTERNET PROG II   "
"PADP","7110            ","RSCH MTHDS PUB ADMN"
"PADP","7350            ","INTERN IN GOVT     "
"PADP","8560            ","SPEC TOPICS URB ADM"
"PADP","9200            ","INDP STUDY PA      "
"PHAR","6030E           ","CURR GOOD MANF PRAC"
"PHAR","6210E           ","PROJ MGT CLIN TRIAL"
"PHAR","6800            ","APP PROJ REG AFF   "
"PHAR","6950E           ","SEMINAR REG AFFS   "
"PHAR","7100E           ","APP PHARM BIOTECH  "
"PHRM","7000            ","MASTER'S RESEARCH  "
"PHRM","7300            ","MASTER'S THESIS    "
"QUAL","7800            ","TOPICS IN ED RSCH  "
"SOWK","6010            ","MFT ISSUES         "
"SOWK","6055            ","FOUND PRAC         "
"SOWK","7055            ","CONCEN PRAC        "
"SOWK","7122            ","GRIEF AND LOSS     "
"SOWK","7223            ","SW TREAT W/GROUPS  "
"SOWK","7233            ","BEHAV METHODS      "
"SOWK","7273            ","ADDICTIVE DISORDERS"
"SOWK","7387            ","TOPICS SOC PROB    "
