"ACCT","2101            ","PRIN OF ACC I      "
"ACCT","2101E           ","PRIN OF ACC I      "
"ACCT","2102            ","PRIN ACC II        "
"ACCT","2102E           ","PRIN ACC II        "
"ACCT","5800            ","INTERNSHIP IN ACCT "
"ACCT","7005            ","GRAD STUDENT SEM   "
"ACCT","7651            ","FORENSIC ACCT      "
"ACCT","7800            ","GRAD INTERN IN ACCT"
"ACCT","9000            ","DOCTORAL RESEARCH  "
"ACCT","9300            ","DOCT DISSERTATION  "
"ADPR","3100            ","PRINCIPLES OF ADVT "
"ADPR","3520            ","GRAPHIC COMM       "
"ADPR","5010            ","ADVT INTERNSHIP    "
"ADPR","5011            ","PR INTERNSHIP      "
"ADPR","5740            ","ADVT/COMM CAMPAIGNS"
"ADPR","5910            ","PR ADMINISTRATION  "
"ADPR","5950            ","PR CAMPAIGNS       "
"ADPR","5990            ","SEM IN AD/PR       "
"ADPR","7950            ","PR CAMPAIGNS       "
"AFAM","2000            ","INTRO AFRI AMER ST "
"ANTH","1102            ","INTRO ANTHROPOLOGY "
"ANTH","3270            ","NEW WORLD ARCH     "
"ANTH","3410            ","CONTEMP NATIVE AMER"
"ARAB","4100            ","READ AND RSCH ARB  "
"ARAB","4960H           ","DIRECTED READ/PRJCT"
"ARAB","6100            ","READ AND RSCH ARB  "
"ASTR","1420E           ","LIFE IN UNIVERSE   "
"BCMB","3100            ","INTRODUCT BIOCHEM  "
"BINF","7000            ","MASTER'S RESEARCH  "
"BINF","7300            ","MASTER'S THESIS    "
"BINF","8970            ","CURR TOPICS RESCH  "
"BINF","9000            ","DOCTORAL RESEARCH  "
"BINF","9300            ","DOCT DISSERTATION  "
"BIOL","1103            ","CONCEPTS IN BIOLOGY"
"BIOL","1107            ","PRINCIPLES OF BIO I"
"BIOL","1108            ","PRINCIPLES BIO II  "
"BIOL","3100            ","INTRODUCT BIOCHEM  "
"BIOL","3110L           ","BASIC LAB SKILLS   "
"BIOL","3300            ","DEVELOPMENTAL BIOL "
"BIOL","3400            ","CELL BIOLOGY       "
"BIOL","3500            ","ECOLOGY            "
"BIOL","3500L           ","ECOLOGY LAB        "
"BIOL","3660L           ","PLANT BIOL LAB     "
"BIOL","3900            ","READINGS IN BIO    "
"BIOL","3900H           ","READINGS IN BIO H  "
"BIOL","4940            ","BIOLOGY INTERNSHIP "
"BIOL","4960            ","UNGRAD RESEARCH BIO"
"BIOL","4960H           ","UNDERGRAD RES BIO H"
"BIOL","4970            ","BIOL LAB RESEARCH  "
"BIOL","4970H           ","UNGRAD RES BIO H   "
"BIOL","4980            ","BIOL LAB RESEARCH  "
"BIOL","4980H           ","UNDERGRAD RES BIO H"
"BIOL","4990            ","BIOLOGY RES THESIS "
"BIOL","4990H           ","HONORS THESIS      "
"BIOL","8000            ","TROPICAL BIOLOGY   "
"BTEC","3910            ","BTEC INTERNSHIP    "
"BTEC","3990            ","BTEC RESEARCH      "
"BUSN","4800            ","BUSN INTERN        "
"CBIO","2200            ","ANAT & PHYSIOL I   "
"CBIO","2200L           ","ANAT & PHYS LAB I  "
"CBIO","2210            ","ANAT & PHYSIOL II  "
"CBIO","2210L           ","ANAT & PHYS LAB II "
"CBIO","3150            ","TOPICS IN CELL BIOL"
"CBIO","3200            ","MEDICAL ANATOMY    "
"CBIO","3300            ","DEVELOPMENTAL BIOL "
"CBIO","3400            ","CELL BIOLOGY       "
"CBIO","3710            ","PHYSIOLOGY         "
"CHEM","1110            ","ELEM CHEMISTRY     "
"CHEM","1110L           ","ELEM CHEM LAB      "
"CHEM","1211            ","FRESHMAN CHEM I    "
"CHEM","1211L           ","FRESHM CHEM LAB I  "
"CHEM","1212            ","FRESHMAN CHEM II   "
"CHEM","1212L           ","FRESHM CHEM LAB II "
"CHEM","2100            ","ELEM ORGANIC CHEM  "
"CHEM","2100L           ","ELEM ORG CHEM LAB  "
"CHEM","2211            ","MOD ORGANIC CHEM I "
"CHEM","2211L           ","MOD ORG CHEM LAB I "
"CHEM","2212            ","MOD ORG CHEM II    "
"CHEM","2212L           ","MOD ORG CHEM LAB II"
"CHEM","2300            ","QUANT ANALYT CHEM  "
"CHEM","2300L           ","QUANT ANL CHEM LAB "
"CHEM","2600            ","INTRO TO RESEARCH I"
"CHEM","3100            ","INTRODUCT BIOCHEM  "
"CHEM","3600            ","INTR TO RESEARCH II"
"CHEM","4000            ","RES GRP MTG        "
